"PROJECT_CODE","STATION_ID","Date","TEST_NAME","Replicate 2","Replicate 3","Replicate 1","mean","Diff rep 1 - rep 2","Diff rep 1 - rep 3","Diff rep 2 - rep 3"
"OLIT","KBAROUT",2010-09-02,"AMMONIA-N",0.088,0.087,0.081,0.0845,-0.00699999999999999,-0.00599999999999999,0.001
"OLIT","KBAROUT",2010-09-02,"NITRATE+NITRITE-N",0.022,0.024,0.02,0.021,-0.002,-0.004,-0.002
"OLIT","KBAROUT",2010-09-02,"POTASSIUM",4.9,4.9,4.9,4.9,0,0,0
"OLIT","KBAROUT",2010-09-02,"PHOSPHATE, TOTAL AS P",0.099,0.107,0.087,0.093,-0.012,-0.02,-0.00799999999999999
"OLIT","KBAROUT",2010-09-02,"PHOSPHATE, DISSOLVED AS P",0.014,0.013,0.014,0.014,0,0.001,0.001
"OLIT","KBAROUT",2010-09-02,"COLOR",52,51,52,52,0,1,1
"OLIT","KBAROUT",2010-09-02,"PHOSPHATE, ORTHO AS P",0.008,0.008,0.008,0.008,0,0,0
"OLIT","KBAROUT",2010-09-02,"NITRITE-N",0.008,0.008,0.008,0.008,0,0,0
"OLIT","KBAROUT",2010-09-02,"MAGNESIUM",9.6,9.5,9.5,9.55,-0.0999999999999996,0,0.0999999999999996
"OLIT","KBAROUT",2010-09-02,"SODIUM",26.9,26.6,26.2,26.55,-0.699999999999999,-0.400000000000002,0.299999999999997
"OLIT","KBAROUT",2010-09-02,"CALCIUM",36.7,36.5,35.9,36.3,-0.800000000000004,-0.600000000000001,0.200000000000003
"OLIT","KBAROUT",2010-09-02,"KJELDAHL NITROGEN, DIS",1.22,1.09,1.02,1.12,-0.2,-0.0700000000000001,0.13
"OLIT","KBAROUT",2010-09-02,"KJELDAHL NITROGEN, TOTAL",1.55,1.73,1.64,1.595,0.0899999999999999,-0.0900000000000001,-0.18
"OLIT","FEBIN",2011-11-15,"NITRATE+NITRITE-N",0.01,0.005,0.012,0.011,0.002,0.007,0.005
"OLIT","FEBIN",2011-11-15,"AMMONIA-N",0.084,0.087,0.06,0.072,-0.024,-0.027,-0.00299999999999999
"OLIT","FEBIN",2011-11-15,"KJELDAHL NITROGEN, DIS",1.47,1.5,1.49,1.48,0.02,-0.01,-0.03
"OLIT","FEBIN",2011-11-15,"POTASSIUM",3.1,3.3,3,3.05,-0.1,-0.3,-0.2
"OLIT","FEBIN",2011-11-15,"MAGNESIUM",4.1,4.2,4.1,4.1,0,-0.100000000000001,-0.100000000000001
"OLIT","FEBIN",2011-11-15,"CALCIUM",11.3,12.1,10.9,11.1,-0.4,-1.2,-0.799999999999999
"OLIT","FEBIN",2011-11-15,"SODIUM",15,15,15,15,0,0,0
"OLIT","FEBIN",2011-11-15,"KJELDAHL NITROGEN, TOTAL",1.65,1.67,1.7,1.675,0.05,0.03,-0.02
"OLIT","FEBIN",2011-11-15,"CHLORIDE",29.7,30.9,30.1,29.9,0.400000000000002,-0.799999999999997,-1.2
"OLIT","FEBIN",2011-11-15,"COLOR",368,366,364,366,-4,-2,2
"OLIT","FEBIN",2011-11-15,"PHOSPHATE, TOTAL AS P",0.099,0.108,0.12,0.1095,0.021,0.012,-0.00899999999999999
"OLIT","FEBIN",2011-11-15,"PHOSPHATE, DISSOLVED AS P",0.078,0.082,0.075,0.0765,-0.003,-0.00700000000000001,-0.004
"OLIT","FEBIN",2011-11-15,"NITRITE-N",0.012,0.012,0.012,0.012,0,0,0
"OLIT","FEBIN",2011-11-15,"PHOSPHATE, ORTHO AS P",0.048,0.051,0.045,0.0465,-0.003,-0.006,-0.003
"OLIT","TIN13700",2012-02-06,"MAGNESIUM",13.3,13.3,13.2,13.25,-0.100000000000001,-0.100000000000001,0
"OLIT","TIN13700",2012-02-06,"SODIUM",46.4,47.1,46.4,46.4,0,-0.700000000000003,-0.700000000000003
"OLIT","TIN13700",2012-02-06,"CALCIUM",51.2,52.2,51.6,51.4,0.399999999999999,-0.600000000000001,-1
"OLIT","TIN13700",2012-02-06,"POTASSIUM",11.8,11.9,11.7,11.75,-0.100000000000001,-0.200000000000001,-0.0999999999999996
"OLIT","TIN13700",2012-02-06,"KJELDAHL NITROGEN, TOTAL",3.19,3.24,2.95,3.07,-0.24,-0.29,-0.0500000000000003
"OLIT","TIN13700",2012-02-06,"KJELDAHL NITROGEN, DIS",2.61,2.35,2.55,2.58,-0.0600000000000001,0.2,0.26
"OLIT","TIN13700",2012-02-06,"AMMONIA-N",0.194,0.186,0.172,0.183,-0.022,-0.014,0.00800000000000001
"OLIT","TIN13700",2012-02-06,"NITRATE+NITRITE-N",0.045,0.041,0.046,0.0455,0.001,0.005,0.004
"OLIT","TIN13700",2012-02-06,"CHLORIDE",84.6,84.6,84.4,84.5,-0.199999999999989,-0.199999999999989,0
"OLIT","TIN13700",2012-02-06,"COLOR",258,258,251,254.5,-7,-7,0
"OLIT","TIN13700",2012-02-06,"PHOSPHATE, DISSOLVED AS P",0.548,0.548,0.542,0.545,-0.00600000000000001,-0.00600000000000001,0
"OLIT","TIN13700",2012-02-06,"PHOSPHATE, TOTAL AS P",0.65,0.676,0.624,0.637,-0.026,-0.052,-0.026
"OLIT","TIN13700",2012-02-06,"NITRITE-N",0.013,0.013,0.013,0.013,0,0,0
"OLIT","TIN13700",2012-02-06,"PHOSPHATE, ORTHO AS P",0.486,0.493,0.479,0.4825,-0.00700000000000001,-0.014,-0.00700000000000001
"OLIT","TIN13700",2012-10-31,"AMMONIA-N",0.168,0.17,0.171,0.1695,0.003,0.001,-0.002
"OLIT","TIN13700",2012-10-31,"NITRATE+NITRITE-N",0.055,0.057,0.055,0.055,0,-0.002,-0.002
"OLIT","TIN13700",2012-10-31,"KJELDAHL NITROGEN, DIS",1.34,1.33,1.37,1.355,0.03,0.04,0.01
"OLIT","TIN13700",2012-10-31,"KJELDAHL NITROGEN, TOTAL",1.51,1.42,1.51,1.51,0,0.0900000000000001,0.0900000000000001
"OLIT","TIN13700",2012-10-31,"PHOSPHATE, ORTHO AS P",0.038,0.039,0.036,0.037,-0.002,-0.003,-0.001
"OLIT","TIN13700",2012-10-31,"NITRITE-N",0.019,0.019,0.019,0.019,0,0,0
"OLIT","TIN13700",2012-10-31,"SODIUM",28.9,28.9,29.1,29,0.200000000000003,0.200000000000003,0
"OLIT","TIN13700",2012-10-31,"CALCIUM",38.7,38.4,38.5,38.6,-0.200000000000003,0.100000000000001,0.300000000000004
"OLIT","TIN13700",2012-10-31,"MAGNESIUM",9.8,9.8,9.8,9.8,0,0,0
"OLIT","TIN13700",2012-10-31,"POTASSIUM",6.3,6.3,6.4,6.35,0.100000000000001,0.100000000000001,0
"OLIT","TIN13700",2012-10-31,"PHOSPHATE, TOTAL AS P",0.081,0.081,0.079,0.08,-0.002,-0.002,0
"OLIT","TIN13700",2012-10-31,"PHOSPHATE, DISSOLVED AS P",0.062,0.061,0.06,0.061,-0.002,-0.001,0.001
"OLIT","TIN13700",2012-10-31,"CHLORIDE",53.1,52.4,52.6,52.85,-0.5,0.200000000000003,0.700000000000003
"OLIT","TIN13700",2012-10-31,"COLOR",102,101,100,101,-2,-1,1
"OLIT","TIN13700",2013-02-27,"AMMONIA-N",0.086,0.086,0.078,0.082,-0.00799999999999999,-0.00799999999999999,0
"OLIT","TIN13700",2013-02-27,"NITRATE+NITRITE-N",0.01,0.01,0.01,0.01,0,0,0
"OLIT","TIN13700",2013-02-27,"KJELDAHL NITROGEN, DIS",1.68,1.66,1.71,1.695,0.03,0.05,0.02
"OLIT","TIN13700",2013-02-27,"MAGNESIUM",10.7,10.6,10.8,10.75,0.100000000000001,0.200000000000001,0.0999999999999996
"OLIT","TIN13700",2013-02-27,"POTASSIUM",7.2,7.1,7.1,7.15,-0.100000000000001,0,0.100000000000001
"OLIT","TIN13700",2013-02-27,"SODIUM",35.9,36.2,36.1,36,0.200000000000003,-0.100000000000001,-0.300000000000004
"OLIT","TIN13700",2013-02-27,"CALCIUM",43,42.6,43.2,43.1,0.200000000000003,0.600000000000001,0.399999999999999
"OLIT","TIN13700",2013-02-27,"KJELDAHL NITROGEN, TOTAL",2.04,2.04,2.12,2.08,0.0800000000000001,0.0800000000000001,0
"OLIT","TIN13700",2013-02-27,"CHLORIDE",65.9,65.2,65.7,65.8,-0.200000000000003,0.5,0.700000000000003
"OLIT","TIN13700",2013-02-27,"COLOR",110,110,111,110.5,1,1,0
"OLIT","TIN13700",2013-02-27,"PHOSPHATE, TOTAL AS P",0.114,0.119,0.119,0.1165,0.00499999999999999,0,-0.00499999999999999
"OLIT","TIN13700",2013-02-27,"PHOSPHATE, DISSOLVED AS P",0.075,0.075,0.075,0.075,0,0,0
"OLIT","TIN13700",2013-02-27,"PHOSPHATE, ORTHO AS P",0.047,0.047,0.048,0.0475,0.001,0.001,0
"OLIT","TIN13700",2013-02-27,"NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"OLIT","TIN13700",2013-05-06,"AMMONIA-N",0.072,0.073,0.071,0.0715,-0.001,-0.002,-0.001
"OLIT","TIN13700",2013-05-06,"NITRATE+NITRITE-N",0.054,0.054,0.054,0.054,0,0,0
"OLIT","TIN13700",2013-05-06,"KJELDAHL NITROGEN, DIS",2.25,1.9,1.87,2.06,-0.38,-0.0299999999999998,0.35
"OLIT","TIN13700",2013-05-06,"POTASSIUM",6.7,6.7,6.6,6.65,-0.100000000000001,-0.100000000000001,0
"OLIT","TIN13700",2013-05-06,"CALCIUM",46.4,45.6,46,46.2,-0.399999999999999,0.399999999999999,0.799999999999997
"OLIT","TIN13700",2013-05-06,"MAGNESIUM",11.5,11.4,11.6,11.55,0.0999999999999996,0.199999999999999,0.0999999999999996
"OLIT","TIN13700",2013-05-06,"SODIUM",40.3,39.7,39.9,40.1,-0.399999999999999,0.199999999999996,0.599999999999994
"OLIT","TIN13700",2013-05-06,"KJELDAHL NITROGEN, TOTAL",2.09,2.3,2.06,2.075,-0.0299999999999998,-0.24,-0.21
"OLIT","TIN13700",2013-05-06,"CHLORIDE",69.9,69.8,68.8,69.35,-1.10000000000001,-1,0.100000000000009
"OLIT","TIN13700",2013-05-06,"COLOR",103,103,103,103,0,0,0
"OLIT","TIN13700",2013-05-06,"PHOSPHATE, TOTAL AS P",0.076,0.078,0.077,0.0765,0.001,-0.001,-0.002
"OLIT","TIN13700",2013-05-06,"PHOSPHATE, DISSOLVED AS P",0.052,0.053,0.053,0.0525,0.001,0,-0.001
"OLIT","TIN13700",2013-05-06,"NITRITE-N",0.011,0.011,0.011,0.011,0,0,0
"OLIT","TIN13700",2013-05-06,"PHOSPHATE, ORTHO AS P",0.031,0.032,0.032,0.0315,0.001,0,-0.001
"OLIT","TIN16100",2013-08-05,"KJELDAHL NITROGEN, DIS",0.84,0.85,0.86,0.85,0.02,0.01,-0.01
"OLIT","TIN16100",2013-08-05,"PHOSPHATE, DISSOLVED AS P",0.009,0.01,0.011,0.01,0.002,0.000999999999999999,-0.001
"OLIT","TIN16100",2013-08-05,"KJELDAHL NITROGEN, TOTAL",1.19,1.2,1.19,1.19,0,-0.01,-0.01
"OLIT","TIN16100",2013-08-05,"POTASSIUM",5.9,6,5.8,5.85,-0.100000000000001,-0.2,-0.0999999999999996
"OLIT","TIN16100",2013-08-05,"SODIUM",29.5,29.4,29,29.25,-0.5,-0.399999999999999,0.100000000000001
"OLIT","TIN16100",2013-08-05,"MAGNESIUM",9.8,9.8,9.6,9.7,-0.200000000000001,-0.200000000000001,0
"OLIT","TIN16100",2013-08-05,"CALCIUM",38,37.7,37.4,37.7,-0.600000000000001,-0.300000000000004,0.299999999999997
"OLIT","TIN16100",2013-08-05,"CHLORIDE",51.9,51.9,51.6,51.75,-0.299999999999997,-0.299999999999997,0
"OLIT","TIN16100",2013-08-05,"COLOR",47,47,46,46.5,-1,-1,0
"OLIT","TIN16100",2013-08-05,"AMMONIA-N",0.031,0.032,0.032,0.0315,0.001,0,-0.001
"OLIT","TIN16100",2013-08-05,"NITRATE+NITRITE-N",0.01,0.01,0.005,0.0075,-0.005,-0.005,0
"OLIT","TIN16100",2013-08-05,"NITRITE-N",0.002,0.002,0.004,0.003,0.002,0.002,0
"OLIT","TIN16100",2013-08-05,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"OLIT","TIN16100",2013-08-05,"PHOSPHATE, TOTAL AS P",0.047,0.047,0.048,0.0475,0.001,0.001,0
"OLIT","TIN13700",2013-11-05,"MAGNESIUM",11.3,11.4,10.2,10.75,-1.1,-1.2,-0.0999999999999996
"OLIT","TIN13700",2013-11-05,"SODIUM",37.2,37.6,33.7,35.45,-3.5,-3.9,-0.399999999999999
"OLIT","TIN13700",2013-11-05,"POTASSIUM",5.8,5.9,5.6,5.7,-0.2,-0.300000000000001,-0.100000000000001
"OLIT","TIN13700",2013-11-05,"CALCIUM",43,43.4,39.9,41.45,-3.1,-3.5,-0.399999999999999
"OLIT","TIN13700",2013-11-05,"CHLORIDE",59.3,59.4,59.2,59.25,-0.0999999999999943,-0.199999999999996,-0.100000000000001
"OLIT","TIN13700",2013-11-05,"COLOR",48,48,48,48,0,0,0
"OLIT","TIN13700",2013-11-05,"AMMONIA-N",0.015,0.015,0.016,0.0155,0.001,0.001,0
"OLIT","TIN13700",2013-11-05,"NITRATE+NITRITE-N",0.01,0.01,0.005,0.0075,-0.005,-0.005,0
"OLIT","TIN13700",2013-11-05,"NITRITE-N",0.004,0.002,0.002,0.003,-0.002,0,0.002
"OLIT","TIN13700",2013-11-05,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"OLIT","TIN13700",2013-11-05,"KJELDAHL NITROGEN, DIS",1.08,1.13,1.18,1.13,0.0999999999999999,0.05,-0.0499999999999998
"OLIT","TIN13700",2013-11-05,"PHOSPHATE, DISSOLVED AS P",0.01,0.009,0.01,0.01,0,0.001,0.001
"OLIT","TIN13700",2013-11-05,"KJELDAHL NITROGEN, TOTAL",1.16,1.22,1.24,1.2,0.0800000000000001,0.02,-0.0600000000000001
"OLIT","TIN13700",2013-11-05,"PHOSPHATE, TOTAL AS P",0.02,0.02,0.022,0.021,0.002,0.002,0
"OLIT","TIN16100",2014-02-03,"POTASSIUM",5.8,5.7,5.8,5.8,0,0.0999999999999996,0.0999999999999996
"OLIT","TIN16100",2014-02-03,"MAGNESIUM",11.3,11.1,11.3,11.3,0,0.200000000000001,0.200000000000001
"OLIT","TIN16100",2014-02-03,"CALCIUM",44.5,44.6,44.2,44.35,-0.299999999999997,-0.399999999999999,-0.100000000000001
"OLIT","TIN16100",2014-02-03,"SODIUM",36.4,36.6,36.3,36.35,-0.100000000000001,-0.300000000000004,-0.200000000000003
"OLIT","TIN16100",2014-02-03,"CHLORIDE",61.6,61.5,62.6,62.1,1,1.1,0.100000000000001
"OLIT","TIN16100",2014-02-03,"COLOR",34,35,34,34,0,-1,-1
"OLIT","TIN16100",2014-02-03,"AMMONIA-N",0.035,0.033,0.04,0.0375,0.005,0.007,0.002
"OLIT","TIN16100",2014-02-03,"NITRATE+NITRITE-N",0.012,0.01,0.011,0.0115,-0.001,0.000999999999999999,0.002
"OLIT","TIN16100",2014-02-03,"NITRITE-N",0.002,0.004,0.002,0.002,0,-0.002,-0.002
"OLIT","TIN16100",2014-02-03,"PHOSPHATE, ORTHO AS P",0.01,0.009,0.01,0.01,0,0.001,0.001
"OLIT","TIN16100",2014-02-03,"KJELDAHL NITROGEN, DIS",1,0.99,1,1,0,0.01,0.01
"OLIT","TIN16100",2014-02-03,"PHOSPHATE, DISSOLVED AS P",0.019,0.02,0.02,0.0195,0.001,0,-0.001
"OLIT","TIN16100",2014-02-03,"KJELDAHL NITROGEN, TOTAL",1.15,1.16,1.15,1.15,0,-0.01,-0.01
"OLIT","TIN16100",2014-02-03,"PHOSPHATE, TOTAL AS P",0.039,0.04,0.039,0.039,0,-0.001,-0.001
"OLIT","FEBIN",2014-05-05,"POTASSIUM",6,6,6.1,6.05,0.0999999999999996,0.0999999999999996,0
"OLIT","FEBIN",2014-05-05,"SODIUM",31.4,31.2,31.3,31.35,-0.0999999999999979,0.100000000000001,0.199999999999999
"OLIT","FEBIN",2014-05-05,"MAGNESIUM",9.5,9.6,9.6,9.55,0.0999999999999996,0,-0.0999999999999996
"OLIT","FEBIN",2014-05-05,"CALCIUM",34.7,34.6,34.8,34.75,0.0999999999999943,0.199999999999996,0.100000000000001
"OLIT","FEBIN",2014-05-05,"CHLORIDE",58.5,58.6,58.4,58.45,-0.100000000000001,-0.200000000000003,-0.100000000000001
"OLIT","FEBIN",2014-05-05,"COLOR",53,53,54,53.5,1,1,0
"OLIT","FEBIN",2014-05-05,"AMMONIA-N",0.015,0.015,0.014,0.0145,-0.000999999999999999,-0.000999999999999999,0
"OLIT","FEBIN",2014-05-05,"NITRATE+NITRITE-N",0.115,0.114,0.115,0.115,0,0.001,0.001
"OLIT","FEBIN",2014-05-05,"NITRITE-N",0.004,0.004,0.004,0.004,0,0,0
"OLIT","FEBIN",2014-05-05,"PHOSPHATE, ORTHO AS P",0.033,0.033,0.033,0.033,0,0,0
"OLIT","FEBIN",2014-05-05,"KJELDAHL NITROGEN, DIS",0.9,0.89,0.93,0.915,0.03,0.04,0.01
"OLIT","FEBIN",2014-05-05,"PHOSPHATE, DISSOLVED AS P",0.048,0.048,0.047,0.0475,-0.001,-0.001,0
"OLIT","FEBIN",2014-05-05,"KJELDAHL NITROGEN, TOTAL",1.11,1.07,1.11,1.11,0,0.04,0.04
"OLIT","FEBIN",2014-05-05,"PHOSPHATE, TOTAL AS P",0.073,0.071,0.07,0.0715,-0.00299999999999999,-0.000999999999999987,0.002
"OLIT","TIN16100",2014-08-04,"CALCIUM",37.1,37.9,39.5,38.3,2.4,1.6,-0.799999999999997
"OLIT","TIN16100",2014-08-04,"MAGNESIUM",10.6,10.7,11.2,10.9,0.6,0.5,-0.0999999999999996
"OLIT","TIN16100",2014-08-04,"SODIUM",30.6,31.3,32.9,31.75,2.3,1.6,-0.699999999999999
"OLIT","TIN16100",2014-08-04,"POTASSIUM",4.7,4.7,5,4.85,0.3,0.3,0
"OLIT","TIN16100",2014-08-04,"CHLORIDE",56.4,56.9,55.9,56.15,-0.5,-1,-0.5
"OLIT","TIN16100",2014-08-04,"COLOR",30,30,30,30,0,0,0
"OLIT","TIN16100",2014-08-04,"AMMONIA-N",0.01,0.01,0.01,0.01,0,0,0
"OLIT","TIN16100",2014-08-04,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"OLIT","TIN16100",2014-08-04,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"OLIT","TIN16100",2014-08-04,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"OLIT","TIN16100",2014-08-04,"PHOSPHATE, DISSOLVED AS P",0.006,0.007,0.007,0.0065,0.001,0,-0.001
"OLIT","TIN16100",2014-08-04,"PHOSPHATE, TOTAL AS P",0.015,0.016,0.015,0.015,0,-0.001,-0.001
"OLIT","TIN13700",2014-11-17,"CALCIUM",39.8,39.4,39.8,39.8,0,0.399999999999999,0.399999999999999
"OLIT","TIN13700",2014-11-17,"MAGNESIUM",10.9,11,11.2,11.05,0.299999999999999,0.199999999999999,-0.0999999999999996
"OLIT","TIN13700",2014-11-17,"SODIUM",36.6,36.4,36.7,36.65,0.100000000000001,0.300000000000004,0.200000000000003
"OLIT","TIN13700",2014-11-17,"POTASSIUM",1.9,1.9,2,1.95,0.1,0.1,0
"OLIT","TIN13700",2014-11-17,"CHLORIDE",63.9,63.1,63.6,63.75,-0.299999999999997,0.5,0.799999999999997
"OLIT","TIN13700",2014-11-17,"COLOR",41,41,40,40.5,-1,-1,0
"OLIT","TIN13700",2014-11-17,"AMMONIA-N",0.013,0.013,0.012,0.0125,-0.000999999999999999,-0.000999999999999999,0
"OLIT","TIN13700",2014-11-17,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"OLIT","TIN13700",2014-11-17,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"OLIT","TIN13700",2014-11-17,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"OLIT","TIN13700",2014-11-17,"PHOSPHATE, DISSOLVED AS P",0.009,0.009,0.008,0.0085,-0.000999999999999999,-0.000999999999999999,0
"OLIT","TIN13700",2014-11-17,"PHOSPHATE, TOTAL AS P",0.016,0.017,0.017,0.0165,0.001,0,-0.001
"OLIT","FEBOUT",2015-02-02,"POTASSIUM",4.9,4.9,4.9,4.9,0,0,0
"OLIT","FEBOUT",2015-02-02,"SODIUM",22.9,23.2,23.2,23.05,0.300000000000001,0,-0.300000000000001
"OLIT","FEBOUT",2015-02-02,"MAGNESIUM",8.2,8.2,8.3,8.25,0.100000000000001,0.100000000000001,0
"OLIT","FEBOUT",2015-02-02,"CALCIUM",37,37.4,37.8,37.4,0.799999999999997,0.399999999999999,-0.399999999999999
"OLIT","FEBOUT",2015-02-02,"CHLORIDE",43.1,43.3,43.3,43.2,0.199999999999996,0,-0.199999999999996
"OLIT","FEBOUT",2015-02-02,"COLOR",50,50,47,48.5,-3,-3,0
"OLIT","FEBOUT",2015-02-02,"AMMONIA-N",0.01,0.01,0.012,0.011,0.002,0.002,0
"OLIT","FEBOUT",2015-02-02,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"OLIT","FEBOUT",2015-02-02,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"OLIT","FEBOUT",2015-02-02,"PHOSPHATE, ORTHO AS P",0.008,0.008,0.008,0.008,0,0,0
"OLIT","FEBOUT",2015-02-02,"PHOSPHATE, DISSOLVED AS P",0.016,0.016,0.016,0.016,0,0,0
"OLIT","FEBOUT",2015-02-02,"PHOSPHATE, TOTAL AS P",0.031,0.032,0.032,0.0315,0.001,0,-0.001
"OLIT","TIN16100",2015-05-18,"SODIUM",49.1,47.4,48.5,48.8,-0.600000000000001,1.1,1.7
"OLIT","TIN16100",2015-05-18,"MAGNESIUM",13,12.5,12.9,12.95,-0.0999999999999996,0.4,0.5
"OLIT","TIN16100",2015-05-18,"CALCIUM",53.2,51.5,52.5,52.85,-0.700000000000003,1,1.7
"OLIT","TIN16100",2015-05-18,"POTASSIUM",2.4,2.1,2.3,2.35,-0.1,0.2,0.3
"OLIT","TIN16100",2015-05-18,"CHLORIDE",89.6,89.6,89.8,89.7,0.200000000000003,0.200000000000003,0
"OLIT","TIN16100",2015-05-18,"COLOR",63,64,62,62.5,-1,-2,-1
"OLIT","TIN16100",2015-05-18,"AMMONIA-N",0.012,0.013,0.014,0.013,0.002,0.001,-0.000999999999999999
"OLIT","TIN16100",2015-05-18,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"OLIT","TIN16100",2015-05-18,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"OLIT","TIN16100",2015-05-18,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"OLIT","TIN16100",2015-05-18,"PHOSPHATE, DISSOLVED AS P",0.008,0.008,0.006,0.007,-0.002,-0.002,0
"OLIT","TIN16100",2015-05-18,"PHOSPHATE, TOTAL AS P",0.015,0.014,0.015,0.015,0,0.000999999999999999,0.000999999999999999
"OLIT","TIN16100",2015-10-05,"SODIUM",24.7,24,24.5,24.6,-0.199999999999999,0.5,0.699999999999999
"OLIT","TIN16100",2015-10-05,"MAGNESIUM",8.3,8.2,8.2,8.25,-0.100000000000001,0,0.100000000000001
"OLIT","TIN16100",2015-10-05,"CALCIUM",34.1,33,33.7,33.9,-0.399999999999999,0.700000000000003,1.1
"OLIT","TIN16100",2015-10-05,"POTASSIUM",4.7,4.7,4.8,4.75,0.0999999999999996,0.0999999999999996,0
"OLIT","TIN16100",2015-10-05,"CHLORIDE",45.1,45,44.8,44.95,-0.300000000000004,-0.200000000000003,0.100000000000001
"OLIT","TIN16100",2015-10-05,"COLOR",59,59,58,58.5,-1,-1,0
"OLIT","TIN16100",2015-10-05,"AMMONIA-N",0.01,0.01,0.01,0.01,0,0,0
"OLIT","TIN16100",2015-10-05,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"OLIT","TIN16100",2015-10-05,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"OLIT","TIN16100",2015-10-05,"NITRITE-N",0.004,0.002,0.004,0.004,0,0.002,0.002
"OLIT","TIN16100",2015-10-05,"PHOSPHATE, DISSOLVED AS P",0.008,0.008,0.008,0.008,0,0,0
"OLIT","TIN16100",2015-10-05,"PHOSPHATE, TOTAL AS P",0.031,0.03,0.032,0.0315,0.001,0.002,0.001
"OLIT","TIN16100",2016-01-04,"SODIUM",25.6,25.5,24.2,24.9,-1.4,-1.3,0.100000000000001
"OLIT","TIN16100",2016-01-04,"MAGNESIUM",7.9,7.9,7.6,7.75,-0.300000000000001,-0.300000000000001,0
"OLIT","TIN16100",2016-01-04,"CALCIUM",33.8,33.6,31.9,32.85,-1.9,-1.7,0.199999999999996
"OLIT","TIN16100",2016-01-04,"POTASSIUM",5.3,5.3,5,5.15,-0.3,-0.3,0
"OLIT","TIN16100",2016-01-04,"CHLORIDE",46.2,45.8,45.7,45.95,-0.5,-0.0999999999999943,0.400000000000006
"OLIT","TIN16100",2016-01-04,"COLOR",61,62,58,59.5,-3,-4,-1
"OLIT","TIN16100",2016-01-04,"NITRATE+NITRITE-N",0.005,0.005,0.005,0.005,0,0,0
"OLIT","TIN16100",2016-01-04,"AMMONIA-N",0.034,0.034,0.033,0.0335,-0.001,-0.001,0
"OLIT","TIN16100",2016-01-04,"NITRITE-N",0.002,0.002,0.002,0.002,0,0,0
"OLIT","TIN16100",2016-01-04,"PHOSPHATE, ORTHO AS P",0.002,0.002,0.002,0.002,0,0,0
"OLIT","TIN16100",2016-01-04,"PHOSPHATE, DISSOLVED AS P",0.01,0.01,0.008,0.009,-0.002,-0.002,0
"OLIT","TIN16100",2016-01-04,"PHOSPHATE, TOTAL AS P",0.031,0.031,0.031,0.031,0,0,0
"OLIT","FEBIN",2016-04-04,"CALCIUM",27.8,27.7,27.9,27.85,0.0999999999999979,0.199999999999999,0.100000000000001
"OLIT","FEBIN",2016-04-04,"MAGNESIUM",7.2,7.1,7.2,7.2,0,0.100000000000001,0.100000000000001
"OLIT","FEBIN",2016-04-04,"POTASSIUM",5.8,5.8,5.8,5.8,0,0,0
"OLIT","FEBIN",2016-04-04,"SODIUM",20.2,20.2,20.2,20.2,0,0,0
"OLIT","FEBIN",2016-04-04,"CHLORIDE",37.8,38,38,37.9,0.200000000000003,0,-0.200000000000003
"OLIT","FEBIN",2016-04-04,"COLOR",140,138,135,137.5,-5,-3,2
"OLIT","FEBIN",2016-04-04,"AMMONIA-N",0.072,0.085,0.09,0.081,0.018,0.00499999999999999,-0.013
"OLIT","FEBIN",2016-04-04,"NITRATE+NITRITE-N",0.32,0.323,0.318,0.319,-0.002,-0.005,-0.003
"OLIT","FEBIN",2016-04-04,"PHOSPHATE, ORTHO AS P",0.074,0.072,0.073,0.0735,-0.001,0.001,0.002
"OLIT","FEBIN",2016-04-04,"NITRITE-N",0.014,0.014,0.014,0.014,0,0,0
"OLIT","FEBIN",2016-04-04,"PHOSPHATE, DISSOLVED AS P",0.09,0.09,0.09,0.09,0,0,0
"OLIT","FEBIN",2016-04-04,"PHOSPHATE, TOTAL AS P",0.135,0.132,0.138,0.1365,0.003,0.00600000000000001,0.003
"OLIT","TIN16100",2016-07-05,"AMMONIA-N",0.014,0.014,0.011,0.0125,-0.003,-0.003,0
"OLIT","TIN16100",2016-07-05,"NITRATE+NITRITE-N",0.01,0.01,0.005,0.0075,-0.005,-0.005,0
